"This dataset represents a selection of tree taper data from the British Columbia Ministry of Forests and Range volume and decay databases. The trees in the master database were used to fit the taper equations used in B.C.  All trees in the master database were selected purposefully.",,,,,,,,,,
"The trees in this dataset were systematically selected from the range of dbh for the species within a biogeoclimatic zone from the trees in the master database.",,,,,,,,,,
"Each record equals a section of a tree and cites the height above ground (high side), its stem diameter and volume for the upper position of the section.  Header details describing the tree species, biogeoclimatic unit, dbh, height, age  and total tree volume are cited for each section record.",,,,,,,,,,
"911855",0.3,1,18.8,0.01,"S","IDF dm 1",73,19.3,17.4,0.18
"911855",0.61,2,18.3,0.01,"S","IDF dm 1",73,19.3,17.4,0.18
"911855",0.91,3,17.8,0.01,"S","IDF dm 1",73,19.3,17.4,0.18
"911855",1.37,4,17.3,0.01,"S","IDF dm 1",73,19.3,17.4,0.18
"911855",2.74,5,15.2,0.03,"S","IDF dm 1",73,19.3,17.4,0.18
"911855",5.18,6,12.7,0.04,"S","IDF dm 1",73,19.3,17.4,0.18
"911855",7.62,7,12.7,0.03,"S","IDF dm 1",73,19.3,17.4,0.18
"911855",10.06,8,10.2,0.03,"S","IDF dm 1",73,19.3,17.4,0.18
"911855",17.4,9,0,0.02,"S","IDF dm 1",73,19.3,17.4,0.18
"911827",0.3,1,22.1,0.01,"S","IDF dm 1",119,21.3,21.46,0.35
"911827",0.61,2,21.1,0.01,"S","IDF dm 1",119,21.3,21.46,0.35
"911827",1.3,3,19.7,0.02,"S","IDF dm 1",119,21.3,21.46,0.35
"911827",3.35,4,19.3,0.06,"S","IDF dm 1",119,21.3,21.46,0.35
"911827",5.33,5,17.3,0.05,"S","IDF dm 1",119,21.3,21.46,0.35
"911827",7.32,6,16.3,0.04,"S","IDF dm 1",119,21.3,21.46,0.35
"911827",9.3,7,15,0.04,"S","IDF dm 1",119,21.3,21.46,0.35
"911827",11.28,8,14.5,0.03,"S","IDF dm 1",119,21.3,21.46,0.35
"911827",13.26,9,13.2,0.03,"S","IDF dm 1",119,21.3,21.46,0.35
"911827",15.24,10,11.4,0.02,"S","IDF dm 1",119,21.3,21.46,0.35
"911827",17.22,11,7.9,0.02,"S","IDF dm 1",119,21.3,21.46,0.35
"911827",19.2,12,4.1,0.01,"S","IDF dm 1",119,21.3,21.46,0.35
"911827",21.46,13,0,0,"S","IDF dm 1",119,21.3,21.46,0.35
"911858",0.3,1,20.3,0.01,"S","IDF dm 1",131,21.6,19.5,0.26
"911858",0.61,2,20.3,0.01,"S","IDF dm 1",131,21.6,19.5,0.26
"911858",0.91,3,20.3,0.01,"S","IDF dm 1",131,21.6,19.5,0.26
"911858",1.37,4,19.6,0.01,"S","IDF dm 1",131,21.6,19.5,0.26
"911858",2.74,5,17.8,0.04,"S","IDF dm 1",131,21.6,19.5,0.26
"911858",5.18,6,15.2,0.05,"S","IDF dm 1",131,21.6,19.5,0.26
"911858",7.62,7,15.2,0.04,"S","IDF dm 1",131,21.6,19.5,0.26
"911858",10.06,8,12.7,0.04,"S","IDF dm 1",131,21.6,19.5,0.26
"911858",12.5,9,10.2,0.03,"S","IDF dm 1",131,21.6,19.5,0.26
"911858",19.5,10,0,0.02,"S","IDF dm 1",131,21.6,19.5,0.26
"911804",0.3,1,21.6,0.01,"S","IDF dm 1",74,22.1,24.1,0.29
"911804",0.61,2,21.1,0.01,"S","IDF dm 1",74,22.1,24.1,0.29
"911804",0.91,3,20.8,0.01,"S","IDF dm 1",74,22.1,24.1,0.29
"911804",1.37,4,20.1,0.02,"S","IDF dm 1",74,22.1,24.1,0.29
"911804",2.74,5,17.8,0.04,"S","IDF dm 1",74,22.1,24.1,0.29
"911804",5.18,6,15.2,0.05,"S","IDF dm 1",74,22.1,24.1,0.29
"911804",7.62,7,15.2,0.04,"S","IDF dm 1",74,22.1,24.1,0.29
"911804",10.06,8,12.7,0.04,"S","IDF dm 1",74,22.1,24.1,0.29
"911804",12.8,9,10.2,0.03,"S","IDF dm 1",74,22.1,24.1,0.29
"911804",24.1,10,0,0.04,"S","IDF dm 1",74,22.1,24.1,0.29
"911830",0.3,1,25.1,0.01,"S","IDF dm 1",115,22.9,23.23,0.44
"911830",0.61,2,22.6,0.01,"S","IDF dm 1",115,22.9,23.23,0.44
"911830",1.3,3,20.9,0.03,"S","IDF dm 1",115,22.9,23.23,0.44
"911830",3.54,4,20.1,0.07,"S","IDF dm 1",115,22.9,23.23,0.44
"911830",5.7,5,19,0.06,"S","IDF dm 1",115,22.9,23.23,0.44
"911830",7.86,6,18.8,0.06,"S","IDF dm 1",115,22.9,23.23,0.44
"911830",10.03,7,16.8,0.05,"S","IDF dm 1",115,22.9,23.23,0.44
"911830",12.19,8,15.7,0.04,"S","IDF dm 1",115,22.9,23.23,0.44
"911830",14.36,9,14,0.04,"S","IDF dm 1",115,22.9,23.23,0.44
"911830",16.52,10,11.7,0.03,"S","IDF dm 1",115,22.9,23.23,0.44
"911830",18.68,11,8.1,0.02,"S","IDF dm 1",115,22.9,23.23,0.44
"911830",20.85,12,3.8,0.01,"S","IDF dm 1",115,22.9,23.23,0.44
"911830",23.23,13,0,0,"S","IDF dm 1",115,22.9,23.23,0.44
"911805",0.3,1,22.1,0.01,"S","IDF dm 1",136,23.3,20.1,0.34
"911805",0.61,2,21.8,0.01,"S","IDF dm 1",136,23.3,20.1,0.34
"911805",0.91,3,21.6,0.01,"S","IDF dm 1",136,23.3,20.1,0.34
"911805",1.37,4,21.3,0.02,"S","IDF dm 1",136,23.3,20.1,0.34
"911805",2.74,5,20.3,0.05,"S","IDF dm 1",136,23.3,20.1,0.34
"911805",5.18,6,20.3,0.08,"S","IDF dm 1",136,23.3,20.1,0.34
"911805",7.62,7,15.2,0.06,"S","IDF dm 1",136,23.3,20.1,0.34
"911805",10.06,8,12.7,0.04,"S","IDF dm 1",136,23.3,20.1,0.34
"911805",12.5,9,12.7,0.03,"S","IDF dm 1",136,23.3,20.1,0.34
"911805",13.72,10,10.2,0.01,"S","IDF dm 1",136,23.3,20.1,0.34
"911805",20.1,11,0,0.02,"S","IDF dm 1",136,23.3,20.1,0.34
"911806",0.3,1,25.1,0.02,"S","IDF dm 1",89,26.1,21.9,0.42
"911806",0.61,2,24.6,0.01,"S","IDF dm 1",89,26.1,21.9,0.42
"911806",0.91,3,24.1,0.01,"S","IDF dm 1",89,26.1,21.9,0.42
"911806",1.37,4,23.4,0.02,"S","IDF dm 1",89,26.1,21.9,0.42
"911806",2.74,5,20.3,0.05,"S","IDF dm 1",89,26.1,21.9,0.42
"911806",5.18,6,20.3,0.08,"S","IDF dm 1",89,26.1,21.9,0.42
"911806",7.62,7,17.8,0.07,"S","IDF dm 1",89,26.1,21.9,0.42
"911806",10.06,8,15.2,0.05,"S","IDF dm 1",89,26.1,21.9,0.42
"911806",12.5,9,15.2,0.04,"S","IDF dm 1",89,26.1,21.9,0.42
"911806",15.24,10,10.2,0.04,"S","IDF dm 1",89,26.1,21.9,0.42
"911806",21.9,11,0,0.02,"S","IDF dm 1",89,26.1,21.9,0.42
"911807",0.3,1,24.6,0.01,"S","IDF dm 1",145,26.5,25.3,0.56
"911807",0.61,2,24.4,0.01,"S","IDF dm 1",145,26.5,25.3,0.56
"911807",0.91,3,24.1,0.01,"S","IDF dm 1",145,26.5,25.3,0.56
"911807",1.37,4,23.9,0.02,"S","IDF dm 1",145,26.5,25.3,0.56
"911807",2.74,5,22.9,0.06,"S","IDF dm 1",145,26.5,25.3,0.56
"911807",5.18,6,22.9,0.1,"S","IDF dm 1",145,26.5,25.3,0.56
"911807",7.62,7,20.3,0.09,"S","IDF dm 1",145,26.5,25.3,0.56
"911807",10.06,8,17.8,0.07,"S","IDF dm 1",145,26.5,25.3,0.56
"911807",12.5,9,15.2,0.05,"S","IDF dm 1",145,26.5,25.3,0.56
"911807",14.94,10,15.2,0.04,"S","IDF dm 1",145,26.5,25.3,0.56
"911807",17.37,11,12.7,0.04,"S","IDF dm 1",145,26.5,25.3,0.56
"911807",20.12,12,10.2,0.03,"S","IDF dm 1",145,26.5,25.3,0.56
"911807",25.3,13,0,0.02,"S","IDF dm 1",145,26.5,25.3,0.56
"911794",0.3,1,39.1,0.04,"S","IDF dm 1",106,36.4,34.16,1.4
"911794",0.61,2,34.3,0.03,"S","IDF dm 1",106,36.4,34.16,1.4
"911794",1.3,3,33.3,0.06,"S","IDF dm 1",106,36.4,34.16,1.4
"911794",4.63,4,30.2,0.26,"S","IDF dm 1",106,36.4,34.16,1.4
"911794",7.89,5,27.9,0.22,"S","IDF dm 1",106,36.4,34.16,1.4
"911794",11.16,6,27.7,0.2,"S","IDF dm 1",106,36.4,34.16,1.4
"911794",14.42,7,24.9,0.18,"S","IDF dm 1",106,36.4,34.16,1.4
"911794",17.68,8,22.4,0.14,"S","IDF dm 1",106,36.4,34.16,1.4
"911794",20.94,9,19.6,0.11,"S","IDF dm 1",106,36.4,34.16,1.4
"911794",24.2,10,15.2,0.08,"S","IDF dm 1",106,36.4,34.16,1.4
"911794",27.46,11,11.4,0.05,"S","IDF dm 1",106,36.4,34.16,1.4
"911794",30.72,12,6.6,0.02,"S","IDF dm 1",106,36.4,34.16,1.4
"911794",34.16,13,0,0,"S","IDF dm 1",106,36.4,34.16,1.4
"911838",0.3,1,51.3,0.06,"S","IDF dm 1",92,39.6,31.42,1.56
"911838",0.61,2,38.9,0.05,"S","IDF dm 1",92,39.6,31.42,1.56
"911838",1.3,3,36.5,0.08,"S","IDF dm 1",92,39.6,31.42,1.56
"911838",4.36,4,33,0.29,"S","IDF dm 1",92,39.6,31.42,1.56
"911838",7.35,5,32.3,0.25,"S","IDF dm 1",92,39.6,31.42,1.56
"911838",10.33,6,29,0.22,"S","IDF dm 1",92,39.6,31.42,1.56
"911838",13.32,7,26.9,0.18,"S","IDF dm 1",92,39.6,31.42,1.56
"911838",16.31,8,24.1,0.15,"S","IDF dm 1",92,39.6,31.42,1.56
"911838",19.29,9,20.8,0.12,"S","IDF dm 1",92,39.6,31.42,1.56
"911838",22.28,10,16.5,0.08,"S","IDF dm 1",92,39.6,31.42,1.56
"911838",25.27,11,11.7,0.05,"S","IDF dm 1",92,39.6,31.42,1.56
"911838",28.25,12,6.6,0.02,"S","IDF dm 1",92,39.6,31.42,1.56
"911838",31.42,13,0,0,"S","IDF dm 1",92,39.6,31.42,1.56
"911847",0.3,1,45.2,0.05,"S","IDF dm 1",117,42.5,32.05,1.64
"911847",0.61,2,44.2,0.05,"S","IDF dm 1",117,42.5,32.05,1.64
"911847",1.3,3,39.4,0.1,"S","IDF dm 1",117,42.5,32.05,1.64
"911847",4.45,4,33,0.33,"S","IDF dm 1",117,42.5,32.05,1.64
"911847",7.53,5,30.7,0.25,"S","IDF dm 1",117,42.5,32.05,1.64
"911847",10.61,6,29.5,0.22,"S","IDF dm 1",117,42.5,32.05,1.64
"911847",13.69,7,26.7,0.19,"S","IDF dm 1",117,42.5,32.05,1.64
"911847",16.76,8,23.9,0.15,"S","IDF dm 1",117,42.5,32.05,1.64
"911847",19.84,9,21.8,0.13,"S","IDF dm 1",117,42.5,32.05,1.64
"911847",22.92,10,17,0.09,"S","IDF dm 1",117,42.5,32.05,1.64
"911847",26,11,14,0.06,"S","IDF dm 1",117,42.5,32.05,1.64
"911847",29.08,12,7.9,0.03,"S","IDF dm 1",117,42.5,32.05,1.64
"911847",32.05,13,0,0.01,"S","IDF dm 1",117,42.5,32.05,1.64
"911783",0.3,1,62.7,0.09,"S","IDF dm 1",148,42.9,42.25,2.44
"911783",0.61,2,50.8,0.08,"S","IDF dm 1",148,42.9,42.25,2.44
"911783",1.3,3,39.7,0.11,"S","IDF dm 1",148,42.9,42.25,2.44
"911783",5.43,4,36.3,0.47,"S","IDF dm 1",148,42.9,42.25,2.44
"911783",9.48,5,32.8,0.38,"S","IDF dm 1",148,42.9,42.25,2.44
"911783",13.53,6,31,0.32,"S","IDF dm 1",148,42.9,42.25,2.44
"911783",17.59,7,28.2,0.28,"S","IDF dm 1",148,42.9,42.25,2.44
"911783",21.64,8,26.2,0.24,"S","IDF dm 1",148,42.9,42.25,2.44
"911783",25.69,9,22.4,0.19,"S","IDF dm 1",148,42.9,42.25,2.44
"911783",29.75,10,19,0.14,"S","IDF dm 1",148,42.9,42.25,2.44
"911783",33.8,11,14,0.09,"S","IDF dm 1",148,42.9,42.25,2.44
"911783",37.86,12,8.1,0.04,"S","IDF dm 1",148,42.9,42.25,2.44
"911783",42.25,13,0,0.01,"S","IDF dm 1",148,42.9,42.25,2.44
"911820",0.3,1,61.7,0.09,"S","IDF dm 1",142,47.3,34.11,2.35
"911820",0.61,2,50,0.08,"S","IDF dm 1",142,47.3,34.11,2.35
"911820",1.3,3,44.2,0.12,"S","IDF dm 1",142,47.3,34.11,2.35
"911820",4.63,4,38.9,0.45,"S","IDF dm 1",142,47.3,34.11,2.35
"911820",7.89,5,37.3,0.37,"S","IDF dm 1",142,47.3,34.11,2.35
"911820",11.16,6,34.8,0.33,"S","IDF dm 1",142,47.3,34.11,2.35
"911820",14.42,7,31.5,0.28,"S","IDF dm 1",142,47.3,34.11,2.35
"911820",17.68,8,27.9,0.23,"S","IDF dm 1",142,47.3,34.11,2.35
"911820",20.94,9,23.4,0.17,"S","IDF dm 1",142,47.3,34.11,2.35
"911820",24.2,10,19.3,0.12,"S","IDF dm 1",142,47.3,34.11,2.35
"911820",27.46,11,13.5,0.07,"S","IDF dm 1",142,47.3,34.11,2.35
"911820",30.72,12,6.6,0.03,"S","IDF dm 1",142,47.3,34.11,2.35
"911820",34.11,13,0,0,"S","IDF dm 1",142,47.3,34.11,2.35
"911796",0.3,1,66.8,0.11,"S","IDF dm 1",100,49.8,40.26,2.64
"911796",0.61,2,52.8,0.09,"S","IDF dm 1",100,49.8,40.26,2.64
"911796",1.3,3,46.4,0.13,"S","IDF dm 1",100,49.8,40.26,2.64
"911796",5.24,4,38.1,0.56,"S","IDF dm 1",100,49.8,40.26,2.64
"911796",9.11,5,34.5,0.4,"S","IDF dm 1",100,49.8,40.26,2.64
"911796",12.98,6,34,0.36,"S","IDF dm 1",100,49.8,40.26,2.64
"911796",16.86,7,30.2,0.32,"S","IDF dm 1",100,49.8,40.26,2.64
"911796",20.73,8,26.4,0.24,"S","IDF dm 1",100,49.8,40.26,2.64
"911796",24.6,9,23.1,0.19,"S","IDF dm 1",100,49.8,40.26,2.64
"911796",28.47,10,17.8,0.13,"S","IDF dm 1",100,49.8,40.26,2.64
"911796",32.34,11,14,0.08,"S","IDF dm 1",100,49.8,40.26,2.64
"911796",36.21,12,7.6,0.04,"S","IDF dm 1",100,49.8,40.26,2.64
"911796",40.26,13,0,0.01,"S","IDF dm 1",100,49.8,40.26,2.64
"911840",0.3,1,67.3,0.11,"S","IDF dm 1",143,53.3,40.97,3.63
"911840",0.61,2,53.8,0.09,"S","IDF dm 1",143,53.3,40.97,3.63
"911840",1.3,3,51.7,0.15,"S","IDF dm 1",143,53.3,40.97,3.63
"911840",5.31,4,44.7,0.74,"S","IDF dm 1",143,53.3,40.97,3.63
"911840",9.24,5,43.2,0.6,"S","IDF dm 1",143,53.3,40.97,3.63
"911840",13.17,6,37.6,0.51,"S","IDF dm 1",143,53.3,40.97,3.63
"911840",17.1,7,36.3,0.42,"S","IDF dm 1",143,53.3,40.97,3.63
"911840",21.03,8,32.3,0.36,"S","IDF dm 1",143,53.3,40.97,3.63
"911840",24.96,9,27.7,0.28,"S","IDF dm 1",143,53.3,40.97,3.63
"911840",28.9,10,22.6,0.2,"S","IDF dm 1",143,53.3,40.97,3.63
"911840",32.83,11,16.3,0.12,"S","IDF dm 1",143,53.3,40.97,3.63
"911840",36.76,12,9.1,0.05,"S","IDF dm 1",143,53.3,40.97,3.63
"911840",40.97,13,0,0.01,"S","IDF dm 1",143,53.3,40.97,3.63
"911869",0.3,1,78.7,0.15,"S","IDF dm 1",153,55.4,41.2,3.94
"911869",0.61,2,65.5,0.13,"S","IDF dm 1",153,55.4,41.2,3.94
"911869",1.3,3,53.1,0.19,"S","IDF dm 1",153,55.4,41.2,3.94
"911869",5.34,4,43.9,0.75,"S","IDF dm 1",153,55.4,41.2,3.94
"911869",9.3,5,42.7,0.58,"S","IDF dm 1",153,55.4,41.2,3.94
"911869",13.26,6,40.4,0.54,"S","IDF dm 1",153,55.4,41.2,3.94
"911869",17.22,7,38.1,0.48,"S","IDF dm 1",153,55.4,41.2,3.94
"911869",21.18,8,33.3,0.4,"S","IDF dm 1",153,55.4,41.2,3.94
"911869",25.15,9,29.5,0.31,"S","IDF dm 1",153,55.4,41.2,3.94
"911869",29.11,10,22.9,0.22,"S","IDF dm 1",153,55.4,41.2,3.94
"911869",33.07,11,17,0.13,"S","IDF dm 1",153,55.4,41.2,3.94
"911869",37.03,12,9.1,0.06,"S","IDF dm 1",153,55.4,41.2,3.94
"911869",41.2,13,0,0.01,"S","IDF dm 1",153,55.4,41.2,3.94
"911786",0.3,1,92.2,0.2,"S","IDF dm 1",166,58.5,42.52,4.09
"911786",0.61,2,76.2,0.17,"S","IDF dm 1",166,58.5,42.52,4.09
"911786",1.3,3,54.6,0.24,"S","IDF dm 1",166,58.5,42.52,4.09
"911786",5.46,4,43.7,0.8,"S","IDF dm 1",166,58.5,42.52,4.09
"911786",9.54,5,42.9,0.6,"S","IDF dm 1",166,58.5,42.52,4.09
"911786",13.62,6,39.9,0.55,"S","IDF dm 1",166,58.5,42.52,4.09
"911786",17.71,7,36.6,0.47,"S","IDF dm 1",166,58.5,42.52,4.09
"911786",21.79,8,32.3,0.38,"S","IDF dm 1",166,58.5,42.52,4.09
"911786",25.88,9,27.9,0.29,"S","IDF dm 1",166,58.5,42.52,4.09
"911786",29.96,10,20.8,0.19,"S","IDF dm 1",166,58.5,42.52,4.09
"911786",34.05,11,16.5,0.11,"S","IDF dm 1",166,58.5,42.52,4.09
"911786",38.13,12,9.7,0.06,"S","IDF dm 1",166,58.5,42.52,4.09
"911786",42.52,13,0,0.01,"S","IDF dm 1",166,58.5,42.52,4.09
"911788",0.3,1,79,0.15,"S","IDF dm 1",236,59.3,44.68,4.92
"911788",0.61,2,66.3,0.13,"S","IDF dm 1",236,59.3,44.68,4.92
"911788",1.3,3,55.4,0.2,"S","IDF dm 1",236,59.3,44.68,4.92
"911788",5.67,4,50.8,0.97,"S","IDF dm 1",236,59.3,44.68,4.92
"911788",9.97,5,47,0.81,"S","IDF dm 1",236,59.3,44.68,4.92
"911788",14.26,6,43.9,0.7,"S","IDF dm 1",236,59.3,44.68,4.92
"911788",18.56,7,40.1,0.6,"S","IDF dm 1",236,59.3,44.68,4.92
"911788",22.86,8,35.6,0.49,"S","IDF dm 1",236,59.3,44.68,4.92
"911788",27.16,9,31,0.38,"S","IDF dm 1",236,59.3,44.68,4.92
"911788",31.46,10,24.6,0.26,"S","IDF dm 1",236,59.3,44.68,4.92
"911788",35.75,11,17.5,0.15,"S","IDF dm 1",236,59.3,44.68,4.92
"911788",40.05,12,10.2,0.07,"S","IDF dm 1",236,59.3,44.68,4.92
"911788",44.68,13,0,0.02,"S","IDF dm 1",236,59.3,44.68,4.92
"911841",0.3,1,82,0.16,"S","IDF dm 1",157,65.2,40.69,4.22
"911841",0.61,2,64,0.13,"S","IDF dm 1",157,65.2,40.69,4.22
"911841",1.3,3,61.9,0.21,"S","IDF dm 1",157,65.2,40.69,4.22
"911841",5.27,4,50.3,0.99,"S","IDF dm 1",157,65.2,40.69,4.22
"911841",9.17,5,45.5,0.7,"S","IDF dm 1",157,65.2,40.69,4.22
"911841",13.08,6,41.4,0.58,"S","IDF dm 1",157,65.2,40.69,4.22
"911841",16.98,7,34.5,0.44,"S","IDF dm 1",157,65.2,40.69,4.22
"911841",20.88,8,33,0.35,"S","IDF dm 1",157,65.2,40.69,4.22
"911841",24.78,9,27.9,0.29,"S","IDF dm 1",157,65.2,40.69,4.22
"911841",28.68,10,21.1,0.19,"S","IDF dm 1",157,65.2,40.69,4.22
"911841",32.58,11,15.5,0.11,"S","IDF dm 1",157,65.2,40.69,4.22
"911841",36.48,12,9.7,0.05,"S","IDF dm 1",157,65.2,40.69,4.22
"911841",40.69,13,0,0.01,"S","IDF dm 1",157,65.2,40.69,4.22
"907168",0.3,1,30.7,0.02,"F","IDF dm 2",177,33.5,18.14,0.59
"907168",0.61,2,29.5,0.02,"F","IDF dm 2",177,33.5,18.14,0.59
"907168",1.3,3,28.1,0.05,"F","IDF dm 2",177,33.5,18.14,0.59
"907168",3.02,4,25.9,0.1,"F","IDF dm 2",177,33.5,18.14,0.59
"907168",4.66,5,24.9,0.08,"F","IDF dm 2",177,33.5,18.14,0.59
"907168",6.31,6,23.9,0.08,"F","IDF dm 2",177,33.5,18.14,0.59
"907168",7.96,7,22.6,0.07,"F","IDF dm 2",177,33.5,18.14,0.59
"907168",9.6,8,20.1,0.06,"F","IDF dm 2",177,33.5,18.14,0.59
"907168",11.25,9,17.3,0.05,"F","IDF dm 2",177,33.5,18.14,0.59
"907168",12.89,10,14.5,0.03,"F","IDF dm 2",177,33.5,18.14,0.59
"907168",14.54,11,10.7,0.02,"F","IDF dm 2",177,33.5,18.14,0.59
"907168",16.18,12,6.1,0.01,"F","IDF dm 2",177,33.5,18.14,0.59
"907168",18.14,13,0,0,"F","IDF dm 2",177,33.5,18.14,0.59
"909386",0.3,1,7.4,0,"PL","IDF dm 2",47,7.9,10.21,0.02
"909386",0.61,2,7.4,0,"PL","IDF dm 2",47,7.9,10.21,0.02
"909386",1.3,3,7.1,0,"PL","IDF dm 2",47,7.9,10.21,0.02
"909386",2.59,4,6.6,0,"PL","IDF dm 2",47,7.9,10.21,0.02
"909386",3.81,5,6.3,0,"PL","IDF dm 2",47,7.9,10.21,0.02
"909386",5.03,6,5.8,0,"PL","IDF dm 2",47,7.9,10.21,0.02
"909386",6.25,7,5.3,0,"PL","IDF dm 2",47,7.9,10.21,0.02
"909386",7.47,8,4.1,0,"PL","IDF dm 2",47,7.9,10.21,0.02
"909386",8.69,9,2.3,0,"PL","IDF dm 2",47,7.9,10.21,0.02
"909386",10.21,10,0,0,"PL","IDF dm 2",47,7.9,10.21,0.02
"909384",0.3,1,8.6,0,"PL","IDF dm 2",45,8.4,9.85,0.03
"909384",0.61,2,8.4,0,"PL","IDF dm 2",45,8.4,9.85,0.03
"909384",1.3,3,7.9,0,"PL","IDF dm 2",45,8.4,9.85,0.03
"909384",2.59,4,7.4,0.01,"PL","IDF dm 2",45,8.4,9.85,0.03
"909384",3.81,5,7.1,0.01,"PL","IDF dm 2",45,8.4,9.85,0.03
"909384",5.03,6,6.3,0,"PL","IDF dm 2",45,8.4,9.85,0.03
"909384",6.25,7,5.6,0,"PL","IDF dm 2",45,8.4,9.85,0.03
"909384",7.47,8,3.6,0,"PL","IDF dm 2",45,8.4,9.85,0.03
"909384",8.69,9,2.3,0,"PL","IDF dm 2",45,8.4,9.85,0.03
"909384",9.85,10,0,0,"PL","IDF dm 2",45,8.4,9.85,0.03
"909381",0.3,1,9.1,0,"PL","IDF dm 2",55,9.4,11.13,0.03
"909381",0.61,2,9.1,0,"PL","IDF dm 2",55,9.4,11.13,0.03
"909381",1.3,3,8.7,0,"PL","IDF dm 2",55,9.4,11.13,0.03
"909381",2.59,4,7.9,0.01,"PL","IDF dm 2",55,9.4,11.13,0.03
"909381",3.81,5,6.6,0.01,"PL","IDF dm 2",55,9.4,11.13,0.03
"909381",5.03,6,6.1,0,"PL","IDF dm 2",55,9.4,11.13,0.03
"909381",6.25,7,5.3,0,"PL","IDF dm 2",55,9.4,11.13,0.03
"909381",7.47,8,4.1,0,"PL","IDF dm 2",55,9.4,11.13,0.03
"909381",8.69,9,2.5,0,"PL","IDF dm 2",55,9.4,11.13,0.03
"909381",9.91,10,1,0,"PL","IDF dm 2",55,9.4,11.13,0.03
"909381",11.13,11,0,0,"PL","IDF dm 2",55,9.4,11.13,0.03
"908613",0.3,1,18.8,0.01,"PL","IDF dm 2",91,16.5,14.6,0.15
"908613",0.61,2,16.3,0.01,"PL","IDF dm 2",91,16.5,14.6,0.15
"908613",1.3,3,15.5,0.01,"PL","IDF dm 2",91,16.5,14.6,0.15
"908613",2.68,4,14.7,0.02,"PL","IDF dm 2",91,16.5,14.6,0.15
"908613",3.99,5,14.7,0.02,"PL","IDF dm 2",91,16.5,14.6,0.15
"908613",5.3,6,12.7,0.02,"PL","IDF dm 2",91,16.5,14.6,0.15
"908613",6.61,7,11.7,0.02,"PL","IDF dm 2",91,16.5,14.6,0.15
"908613",7.92,8,10.4,0.01,"PL","IDF dm 2",91,16.5,14.6,0.15
"908613",9.24,9,9.4,0.01,"PL","IDF dm 2",91,16.5,14.6,0.15
"908613",10.55,10,7.9,0.01,"PL","IDF dm 2",91,16.5,14.6,0.15
"908613",11.86,11,6.6,0.01,"PL","IDF dm 2",91,16.5,14.6,0.15
"908613",13.17,12,3.8,0,"PL","IDF dm 2",91,16.5,14.6,0.15
"908613",14.6,13,0,0,"PL","IDF dm 2",91,16.5,14.6,0.15
"908576",0.3,1,18.5,0.01,"PL","IDF dm 2",88,17.6,16.86,0.19
"908576",0.61,2,17.5,0.01,"PL","IDF dm 2",88,17.6,16.86,0.19
"908576",1.3,3,16.8,0.02,"PL","IDF dm 2",88,17.6,16.86,0.19
"908576",2.9,4,15.7,0.03,"PL","IDF dm 2",88,17.6,16.86,0.19
"908576",4.42,5,15,0.03,"PL","IDF dm 2",88,17.6,16.86,0.19
"908576",5.94,6,14,0.03,"PL","IDF dm 2",88,17.6,16.86,0.19
"908576",7.47,7,12.4,0.02,"PL","IDF dm 2",88,17.6,16.86,0.19
"908576",8.99,8,11.2,0.02,"PL","IDF dm 2",88,17.6,16.86,0.19
"908576",10.52,9,9.9,0.01,"PL","IDF dm 2",88,17.6,16.86,0.19
"908576",12.04,10,8.9,0.01,"PL","IDF dm 2",88,17.6,16.86,0.19
"908576",13.56,11,7.6,0.01,"PL","IDF dm 2",88,17.6,16.86,0.19
"908576",15.09,12,4.6,0,"PL","IDF dm 2",88,17.6,16.86,0.19
"908576",16.86,13,0,0,"PL","IDF dm 2",88,17.6,16.86,0.19
"908584",0.3,1,19.6,0.01,"PL","IDF dm 2",88,19.4,17.92,0.27
"908584",0.61,2,19.3,0.01,"PL","IDF dm 2",88,19.4,17.92,0.27
"908584",1.3,3,18.2,0.02,"PL","IDF dm 2",88,19.4,17.92,0.27
"908584",3.02,4,16.8,0.04,"PL","IDF dm 2",88,19.4,17.92,0.27
"908584",4.66,5,16.5,0.04,"PL","IDF dm 2",88,19.4,17.92,0.27
"908584",6.31,6,15.7,0.03,"PL","IDF dm 2",88,19.4,17.92,0.27
"908584",7.96,7,15.5,0.03,"PL","IDF dm 2",88,19.4,17.92,0.27
"908584",9.6,8,14.2,0.03,"PL","IDF dm 2",88,19.4,17.92,0.27
"908584",11.25,9,12.4,0.02,"PL","IDF dm 2",88,19.4,17.92,0.27
"908584",12.89,10,10.9,0.02,"PL","IDF dm 2",88,19.4,17.92,0.27
"908584",14.54,11,8.4,0.01,"PL","IDF dm 2",88,19.4,17.92,0.27
"908584",16.18,12,5.8,0.01,"PL","IDF dm 2",88,19.4,17.92,0.27
"908584",17.92,13,0,0,"PL","IDF dm 2",88,19.4,17.92,0.27
"908599",0.3,1,26.7,0.02,"PL","IDF dm 2",91,21.8,21.37,0.33
"908599",0.61,2,22.4,0.01,"PL","IDF dm 2",91,21.8,21.37,0.33
"908599",1.3,3,19.3,0.02,"PL","IDF dm 2",91,21.8,21.37,0.33
"908599",3.35,4,18.3,0.06,"PL","IDF dm 2",91,21.8,21.37,0.33
"908599",5.33,5,17.5,0.05,"PL","IDF dm 2",91,21.8,21.37,0.33
"908599",7.32,6,16.8,0.05,"PL","IDF dm 2",91,21.8,21.37,0.33
